kalimat_id,kata,sense,kalimat
927183,layar,1601,"Setelah bertolak dari Tahiti pada 22 September 1789, Fletcher Christian mula-mula melayarkan ""Bounty"" ke arah barat dalam rangka mencari tempat persembunyian yang aman, namun kemudian terbersit gagasan dalam benaknya untuk menetap di Pulau Pitcairn yang terletak jauh di sebelah timur Tahiti; keberadaan pulau ini sudah pernah dilaporkan pada 1767, namun lokasi persisnya tidak pernah dipastikan."
927188,layar,1602,"Setiap komentar/cerita diperdengarkan secara bergantian sebelum foto terkait muncul di layar, sehingga menyebabkan penonton secara aktif menangkap momen 'masa lampau' dan 'masa kini' seperti yang disajikan dalam film tersebut."
927219,layar,1602,"Genesis adalah band pertama yang menggunakan Vari*Lites, layar Jumbotron dan sistem suara Prism, dan semua hal ini sekarang telah menjadi hal yang standar untuk konser-konser rock besar."
927303,layar,1602,Proyektor adalah sebuah alat optik yang digunakan untuk menampilkan gambar di sebuah layar proyeksi atau permukaan serupa.
927378,layar,1601,"Pada pelayaran perdananya, KRI Bima Suci sekaligus melaksanakan pelayaran Kartika Jala Krida (KJK) 2017, bersama dengan 119 Taruna/Kadet Akademi Angkatan Laut tingkat III Angkatan 64."
927389,layar,1601,Anjiro telah mendengar kabar mengenai Fransiskus pada tahun 1545 dan berlayar dari Kagoshima ke Malaka dengan maksud bertemu dengannya.
927594,layar,1602,Anda dapat merekam seluruh layar atau sebagian layar sesuai dengan kebutuhan anda masing-masing.
927641,layar,1601,"Sementara bila ditambahkan layar segi empat ala Atlantis, kapal ini bisa menjadi sangat cepat."
927746,layar,1601,"Sebelum pembukaan Terusan Panama, terusan ini menjadi rute pelayaran yang disebut Rute Tehuantepec."
927748,layar,1602,Film tersebut diadaptasi ke layar lebar oleh Daniel Taradash dari drama bernama sama karya William Inge pemenang Pulitzer Prize 1953.
927767,layar,1601,"Setelah pertempuran yang lebih tidak pasti, Sverre berlayar ke utara ke Trondheim, di mana dia menghabiskan musim dingin."
927856,layar,1601,"Garis lintang pulau tertentu juga telah dikenal, selain itu teknik ""berlayar ke bawah lintang"" juga telah digunakan."
927896,layar,1602,"Gito Gilas, yang bernama asli Gito Nusantoro, adalah seorang pemeran Indonesia yang karier awalnya bermula sebagai aktor layar lebar akan tetapi kemudian beralih ke layar sinetron."
927937,layar,1602,"Para ahli dan narasumber berkontribusi dalam kegiatan seminar daring ini dengan memberikan pengetahuan, keahlian, dan pengalamannya melalui layar komputer."
928024,layar,1601,Itu adalah layar segi empat yang dipasang di depan dan belakang dan miring ke bawah pada ujungnya.
928032,layar,1601,"Saat ini, layar ini hanya digunakan pada kapal nelayan kecil."
928251,layar,1602,"Dan pada 2002 ia memutuskan untuk kembali ke dunia layar lebar, kali ini ia mengangkat cerita video game Resident Evil."
928265,layar,1602,Mark sebenarnya telah mulai bermain teater sejak tahun 1962 dan merambah layar lebar dan televisi pada tahun 1970.
928280,layar,1602,Ada satu kesalahpahaman umum bahwa latar belakang hitam pada suatu situs web mengurangi konsumsi listrik layar.
928286,layar,1601,"Hubungan tersebut berkembang ketika dia mengundangnya untuk berlayar akhir pekan ke Cowes di atas kapal pesiar kerajaan ""Britannia""."
928300,layar,1601,"Sebelum rilis film tersebut, ia mempromosikannya dengan berlayar menyusuri Sungai Amazon dan ""trekking"" ke Mali."
928349,layar,1601,"Kapal yang banyak digunakan termasuk kapal kontainer besar, berbagai jenis feri, kapal penumpang, kapal layar, dan kapal bermotor kecil."
928354,layar,1601,"Ia masuk untuk pertama kalinya melalui Semenanjung Atas New York (""Upper New York Bay"") pada tanggal 11 September 1609 dan berlayar hingga bagian bawah Sungai Hudson, kemudian berlabuh di ujung utara Manhattan pada malam itu."
928391,layar,1602,"Ia memulai karier di dunia seni peran dengan bermain dalam film layar lebar ""Cewe Matrepolis"" pada tahun 2005."
928450,layar,1602,"""Programmer Baik memperkembangkan set-set perintah untuk melakukan tugas biasa (misalnya, menggambar titik di layar) dan lalu membuat set-set perintah itu tersedia kepada programmer lain""."
928482,layar,1601,Alur pelayaran dicantumkan dalam peta laut dan buku petunjuk-pelayaran serta diumumkan oleh instansi yang berwenang.
928498,layar,1602,Sebuah perilisan layar lebar cakram tunggal dua sisi dilakukan di Amerika Serikat pada 13 Maret 2001.
928600,layar,1601,Mereka kemudian selamat dari serangan Tripod yang menyebabkan feri yang sedang berlayar tenggelam di Sungai Hudson.
928669,layar,1601,"Hotel berbentuk gelombang ini melengkapi Burj Al Arab yang berbentuk layar, terletak dekat dengan Jumeirah Beach Hotel."
928698,layar,1602,"Sebuah lingkungan desktop biasanya terdiri dari ikon, sistem jendela (""window""), bilah alat (""toolbar""), map (""folder""), latar belakang (wallpaper), dan gawit layartama (""desktop widgets"")."
928755,layar,1602,Setelah itu mulai membuka usaha film layar lebar dengan menggunakan Cinema Scope.
928786,layar,1601,"Akuisisi ini pun secara signifikan, meningkatkan daya saing Raytheon di bidang navigasi pelayaran."
928825,layar,1601,Semakin tua sistem perdagangan yang terlibat berlayar dipesisir dan banyak pelabuhan perantara Laut Merah yang menjadi kepentingan sekunder bagi Teluk Persia dan koneksi darat ke Levant.
928884,layar,1602,Kapalini memilikilayartanja yang sangat lebar dan rendah dengan boom.
928957,layar,1602,"Pada tahun 1963, kisah ini diangkat ke layar lebar produksi Shaw Brothers, yang berjudul The Love Eterne."
928972,layar,1602,"Pada tahun 2001, serial ini pernah ditayangkan di Indonesia melalui layar kaca Indosiar setiap hari Sabtu pukul 17.00 WIB."
928979,layar,1601,"Semua armada kapal perang TLDM yang masih dinas aktif diberi awalan nama KD yang merupakan singkatan dari ""Kapal Diraja"", kecuali sejumlah kapal yang memiliki fungsi khusus seperti kapal tunda yang diberi prefiks KTD (""Kapal Tunda Diraja"") dan kapal layar yang diberi prefiks KLD (""Kapal Layar Diraja"")."
929178,layar,1601,"Setelah membantu menenggelamkan ""Akatsuki"", ""Portland"" dihantam sebuah torpedo dari ""Inazuma"" atau ""Ikazuchi"", menyebabkan kerusakan berat pada bagian buritan dan membuatnya berlayar berputar-putar."
929216,layar,1602,"Pada tahun 2010 ""New Base Jam"" mengeluarkan Singlenya yang berjudul ""Aku berbeda"", ""Sayang"",""Percayalah"" dan satu lagu berjudul ""Doamu Ibu"" sebagai kompilasi soundtrack film layar lebar Indonesia Negeri 5 Menara."
929276,layar,1601,"Berbagai pihak telah heran akan mahalnya harga kapal ini, mengingat pernah ditawarkan ke Perusahaan Pelayaran Swasta lain hanya seharga US$ 3.6 Juta."
929283,layar,1601,"Transportasi laut dari Pelabuhan Tanjung Mas Semarang dan Pelabuhan Tanjung Perak Surabaya dilayani oleh Pelni dan Perusahan Pelayaran Swasta, seperti PT Pelayaran Meratus."
929286,layar,1601,"Pada bagian timur Kabupaten Paser melintang selat Makassar, dimasa yang akan datang memiliki prospek dan fungsi penting sebagai jalur alternatif pelayaran internasional."
929336,layar,1601,"Tujuan-tujuan utama lainnya dari pelayaran kapal segel merah antara lain termasuk Cochinchina (74 kapal), Kamboja (44 kapal), Taiwan (35 kapal), dan Annam di Vietnam (14 kapal)."
929387,layar,1601,"Selain pendayung lanong juga menggunakan layar segi empat, dengan tiang layar berjumlah dua buah."
929455,layar,1602,"Saat menggunakan teknologi video conference, peserta dapat saling melihat visual masing-masing melalui layar televisi dan mendengar satu sama lain melalui sistem pengeras suara."
929496,layar,1602,"Misalnya, pengguna videoteks tidak hanya dapat mengetahui jadwal pertunjukan bioskop, melaikan juga dapat memesan kursi melalui layar televisinya."
929505,layar,1602,"Namun sama halnya dengan internet, ukuran layar yang kecil mengurangi kenyamanan berkamera."
929534,layar,1601,"Mereka berlayar dalam tiga divisi, dan kemungkinan mendarat di Richborough (meskipun terdapat dugaan bahwa sebagian dari mereka mendarat di pantai selatan, di wilayah Fishbourne, West Sussex."
929635,layar,1601,"Pelayarannya terhambat oleh es hanyut, kabut, badai petir dan laut yang tidak bersahabat."
929642,layar,1601,Selain pendayung lanong juga menggunakanlayarsegi empat.
929891,layar,1602,Hubungan Tanizaki dengan dunia layar perak dianggap penting untuk mengerti keseluruhan dari kariernya sebagai penulis.
929923,layar,1601,"Selat-selatnya dangkal dan tidak dapat dilayari, namun memberikan keuntungan berupa hasil perikanan yang subur bagi warga asli pulau ini, yaitu Suku Mandar."
929984,layar,1601,Sisifos menggalakkan perdagangan dan pelayaran tetapi dia adalah orang yang serakah dan tamak.
930048,layar,1602,Penting untuk dicatat bahwa layar sentuh banyak sub-notebook komputer dapat menjalankan beberapa distribusi Linux dengan sedikit kustomisasi.
930066,layar,1602,"Dengan warna dasar putih, dipilihlah warna lain untuk mewakili logo ini, termasuk diantaranya hitam, merah muda, dan emas.. Pratayang dari desain panggung telah dirilis pada tanggal 6 Mei 2010, dengan catatan tidak memerlukan layar LED."
930144,layar,1601,"Ki Barak Panji mendengar adanya kapal layar Tionghoa terdampar, kemudian timbullah rasa belas kasihan untuk menolong pemilik kapal tersebut."
930208,layar,1601,"Misi pelayaran pulang pergi ini dilakukan sejak matahari terbenam hingga sebelum matahari terbit, dan dimaksudkan untuk mengurangi kemungkinan diserang pesawat-pesawat Angkatan Udara Kaktus."
930295,layar,1601,"Pada masa itu aktivitas perdagangan ramai terjadi disekitar pantai timur di mana para pedagang dari Singapura, Bwansa (Sulu), Magindanou, Bulungan dan Berau singgah kebandar Samarinda merupakan bandar Resmi kerajaan Kutai yang juga menghubungkan Makasar otomatis Bulungan masuk dalam jalur pelayaran internasional pada masa itu."
930297,layar,1601,Hobi Raab adalah berlayar dan mendengarkan musik country Amerika.
930445,layar,1602,"Layar sentuh sering dipakai pada kios informasi di tempat-tempat umum, misalnya di bandara dan rumah sakit serta pada perangkat pelatihan berbasis komputer."
930565,layar,1602,"Wichita memulai karier dengan mengikuti ajang GADIS Sampul pada tahun 2000, kemudian ia ikut bermain dalam film layar lebar Ada Hantu di Sekolah pada tahun 2004."
930571,layar,1601,Kapallayarringan dan cepat yang digunakan untuk mengantar orang penting.
930597,layar,1602,Format LIT merupakan format dari Microsoft Reader yang memungkinkan teks dalam buku elektronik disesuaikan dengan lebar layar mobile device yang digunakan untuk mebacanya.
930623,layar,1602,"Pada era ini muncul juga buku mengenai perfilman Indonesia yaitu ""'Layar Perak: 90 Tahun Bioskop di Indonesia"" yang terbit pada tahun 1992 dan mengupas tahapan perfilman Indonesia hanya sampai periode 1991."
930772,layar,1602,"Papan Merek Digital adalah bentuk layar elektronik yang menampilkan informasi, iklan dan pesan lainnya."
930801,layar,1602,"Televisi 3D adalah satu perangkat televisi yang mempekerjakan teknik presentasi 3D, seperti pengamatan stereoskopis, tangkapan ""multi-view"" atau sistem ""2D plus-Depth"" , dan layar 3D - perangkat penglihatan khusus untuk memproyeksikan program televisi menjadi bentuk tiga dimensi yang terlihat seperti nyata."
930805,layar,1602,Permainan yang kompatibel dengan R.O.B berkomunikasi dengan melalui kilatan cahaya yang muncul di layar yang dapat dilihat oleh R.O.B.
930844,layar,1602,Bahkan pihak Wanna B juga mengembangkan bisnisnya dibidang perfilman dengan mendirikan perusahaan film Wanna B Pictures yang telah menghasilkan 2 film layar lebar Bukan Cinta biasa dan Dilema Cinta 2 Hati.
930986,layar,1601,"Dampier pertama berlayar sebagai remaja belasan tahun, melintasi Samudera Atlantik hingga ke Newfoundland menggunakan bahtera saudagar, dan pelayarannya yang kedua membawanya ke Pulau Jawa."
931007,layar,1601,"Mesin turbin dengan kekuatan 162.176 yang sebanding dengan kekuatan tenaga kuda menggerakan empat pemutar baling baling sehingga mampu berlayar dengan kecepatan 28,5 knot."
931235,layar,1602,"Pada saat mulai dijalankan, Smadav memeriksa komputer pengguna di balik layar."
931275,layar,1602,"Sebelum film Radio Galau FM, Dimas mengaku sempat mendapat tawaran layar lebar bergenre horor komedi dan drama, namun terpaksa ditolak lantaran tidak sesuai dengan harapan serta jadwal pribadinya."
931345,layar,1602,Kebun binatang menggunakan transmisi video dan sistem rekaman dari Sistem Keamanan Bosch untuk mengirimkan gambar langsung berkualitas TV dari kandang anak beruang dengan sepasang layar besar berukuran 46-inci (1.200 mm).
931590,layar,1602,"Pada Agustus 2008, Jubing menjadi penata musik untuk film layar lebar ""Kita Punya Bendera"" yang disutradarai Steven Purba."
931593,layar,1601,Dia berlayar di sepanjang dinding besar es yang kemudian bernama Lapisan Es Ross.
931693,layar,1601,Kapten dan petugas pertama telah ditahan atas dugaan kecelakaan tanpa sengaja setelah berlayar dekat dengan pesisir pada jarak yang tidak diizinkan; kehilangan kekuatan navigasi dan kendali kapal belum diputuskan.
931834,layar,1602,Televisi ini mengharuskan penonton untuk berada di depan layar supaya bisa melihat tampilan gambar.
931890,layar,1601,"Ia sendiri mengetahui nama Papua dalam catatan harian Antonio Figafetta, juru tulis pelayaran Magelhaens yang mengelilingi dunia menyebut dengan nama Papua."
931897,layar,1601,"Pada tahun 1987, penduduk desa membuat ""Hai Marge"" dan di bulan Desember tahun itu juga, 13 orang dari Makassar berlayar ke Australia Utara."
932049,layar,1602,"Tidak seperti halnya film layar lebar yang dibuat sinetronnya, Jomblo The Series tetap menggunakan pemain dan sutradara yang sama dengan layar lebar dan penulis yang sama dengan novel."
932054,layar,1601,"Setelah pembuatan kapal layar makin berkembang dan kebutuhan berlayar, yang lebih cepat mulai dirasakan, sedangkan kapal layar mempunyai berbagai keterbatasan maka kemudian kapal uap kemudian menjadi primadona transportasi baru."
993632,mengandung,2301,"Pada tanah yang telah mengandung bakteri ini, bintil akar mulai terbentuk sekitar 15 – 20 hari setelah tanam."
993657,mengandung,2301,"Tidak ada inti stabil di alam yang mengandung 8 nukleon, sehingga terdapat ""bottleneck"" yang menghentikan proses nukleosintesis hanya sampai di sini."
993705,mengandung,2301,"Menurut para pemuka Masyarakat, nama KUDANGWANGI diambil dari kata (KUDANG yang artinya WADAH atau TEMPAT) dan (WANGI mengandung arti HARUM), jadi kalau disatukan Arti KUDANGWANGI itu adalah sebuah Tempat atau Wadah yang HARUM terutama dibidang Agama-nya."
993751,mengandung,2301,"Kesederhanaan desain pistol Glock merupakan kontribusi utama untuk kehandalan ini, karena mengandung jumlah komponen yang relatif kecil (hampir setengah dari jumlah komponen pistol lainnya) membuat perawatan dan perbaikannya menjadi lebih mudah."
993929,mengandung,2301,Salinan lain di Sippar mengandung sedikit varian.
993957,mengandung,2301,"Ada dua merk yang tercatat tidak mengandung DHA, yaitu Enfamil, S26, dan Promil."
994040,mengandung,2301,"Target utama misi ini adalah Europa, yang diduga memiliki samudra di bawah permukaannya yang mungkin mengandung kehidupan."
994081,mengandung,2301,"Daunnya tunggal, berseling, tersusun secara spiral, tersusun secara spiral; pangkal tepi daun biasanya mengandung kelenjar, helaian daun berbentuk bulat telur hingga bulat sungsang."
994086,mengandung,2301,"Pada 18 Januari 2007, Sanger mengumumkan bahwa proyek ini akan, sebagai eksperimen, hanya mengandung artikel-artikel yang telah atau akan segera dikerjakan oleh para kontributor Citizendium, ketimbang hanya sekadar menjadi kopi lengkap dari artikel Wikipedia."
994139,mengandung,2301,"Bijinya yang tua, khususnya kultivar kacang jawa, mengandung asam sianida, sehingga harus diolah terlebih dulu sebelum dapat dimakan dengan aman."
994142,mengandung,2301,Hidrat adalah istilah yang digunakan dalam kimia organik dan anorganik untuk menunjukkan bahwa suatu substansi mengandung air.
994168,mengandung,2301,"Meskipun mengandung bias dalam menuliskan sejarah Yahudi, karya Yosefus ini merupakan sumber sejarah yang tak ternilai bagi periode antara Perjanjian Lama dan Perjanjian Baru (""Intertestamental period"") serta peperangan orang Yahudi melawan orang Romawi."
994180,mengandung,2301,"Namun tidak seperti semua jenis lemak, minyak sawit mengandung lemak jenuh dalam persentase yang tinggi."
994229,mengandung,2302,Saat itu Nyonya Lusiana mengandung anak ke tiga dan tidak mengizinkan suaminya untuk mengikuti pelatihan sebagai Samanera tersebut meskipun hanya untuk tiga bulan.
994244,mengandung,2301,"Band ini dikenal dengan genre Metalcore pada debut mereka Sounding the Seventh Trumpet, yang mengandung banyak vokal scream."
994308,mengandung,2301,Senyawa yang mengandung ikatan antara karbon dan logam disebut senyawa organologam.
994350,mengandung,2301,"Terdapat lebih dari 3000 buku yang judulnya mengandung kata pemimipin ""(leader)""."
994365,mengandung,2301,"Tempat terjadinya fotosintesis adalah membran tilakoid, yang mengandung kompleks membran integral dan kompleks membran periferal, termasuk membran yang menyerap energi cahaya, yang membentuk fotosistem."
994376,mengandung,2301,"Terutama pada bagian mata dan rambut, tidak saja lembut, juga mengandung suatu daya tarik."
994400,mengandung,2302,"Jika nyamuk tersebut mengandung dengue, virus terbawa dalam air liurnya."
994427,mengandung,2301,Terdiri dari bagian kepala yang memiliki kait-kait kecil dan badannya mengandung 1000 proglotid (bagian yang mengandung telur).
994444,mengandung,2301,"Senyawa gas dengan ikatan kovalen polar mengandung ketidakseimbangan muatan permanen dan dengan demikian mengalami gaya antarmolekul yang relatif kuat, walaupun muatan bersih senyawanya tetap netral."
994547,mengandung,2301,"Hemoglobin adalah metaloprotein (protein yang mengandung zat besi) di dalam sel darah merah yang berfungsi sebagai pengangkut oksigen dari paru-paru ke seluruh tubuh, pada mamalia dan hewan lainnya."
994551,mengandung,2301,"Mortalisme Kristen atau kefanaan Kristen mengandung keyakinan bahwa jiwa manusia pada hakikatnya tidak kekal (""immortal""); dan mungkin mencakup keyakinan bahwa jiwa berada dalam keadaan tidak mampu memahami apa-apa selama rentang waktu antara kematian jasmani dan kebangkitan tubuhnya, suatu rentang waktu yang dikenal sebagai keadaan antara."
994570,mengandung,2301,"Karena mengandung PABA (Para Aminobenzoic Acid), asam ferulat dan allantoin beras biasanya juga digunakan sebegai pemutih dan pencerah kulit."
994574,mengandung,2301,"Kopi robusta dapat dikatakan sebagai kopi kelas 2, karena rasanya yang lebih pahit, sedikit asam, dan mengandung kafeina dalam kadar yang jauh lebih banyak."
994591,mengandung,2301,"Sedangkan daunnya, mengandung tanin, asam amino, dan ""reducing sugar""."
994657,mengandung,2301,Ini mengandung makna bahwa para gadis yang telah disyarati dengan tutura karia tidak boleh terpengaruh dengan pengaruh lingkungan.
994717,mengandung,2301,Beberapa versi cerita M?ori tentang Tawhaki mengandung episode di mana si pahlawan menggunakan air bah untuk menghancurkan desa dari dua saudara iparnya yang iri.
994817,mengandung,2301,"Selanjutnya adalah Plumeria Cendana, meskipun berbau harum tetapi getahnya mengandung racun yang dapat menimbulkan rasa gatal."
994831,mengandung,2301,"Rennet mengandung enzim kimosin yang mampu memecah struktur kasein dan mengubah sifat protein tersebut dari hidrofilik, menjadi hidrofobik."
994887,mengandung,2301,"Daun, duri dan buah tomat landak mengandung racun ""tropane alkaloids"" yang sangat berbahaya bagi manusia."
994924,mengandung,2301,Pada akhirnya Batu Satam akan tergabung dengan endapan sediment yang biasanya juga mengandung timah (tererosi dari deposit panas bumi yang terkait dengan intrusi batu granit).
994929,mengandung,2301,"Minyak jagung juga mengandung ubiquinon, alfatokoferol tinggi dan gamma-tokoferol yang tinggi sehingga dapat menghindarkan dari ketengikan oksidatif."
994982,mengandung,2301,"Setelah selesai melakukan pertunjukan gong tersebut harus dikembalikan itupun juga harus dilengkapi dengan sesaji seperti pada saat peminjaman dilaksanakan, mengandung maksud mengembalikan gong dan ucapan terimakasih."
995038,mengandung,2301,"Makanan yang mengandung ""?ametz"" – ragi atau khamir – tidak boleh disantap pada masa Paskah Yahudi."
995046,mengandung,2301,"Bila lapisan malpighinya tidak mengandung pigmen, maka orang tersebut dinamakan albino."
995108,mengandung,2301,"Lapisan kulit ini merupakan lapisan yang paling dalam dan mengandung pembuluh darah dan limfia, serta saraf yang berjalan sejajar dengan permukaan kulit."
995152,mengandung,2301,Ciri dari gangguan ini adalah terjadinya degenerasi mengandung lemak dari hati.
995216,mengandung,2301,Organon juga sebuah judul yang diberikan bagi karya-karya logika Aristoteles yang mengandung arti bahwa logika adalah suatu alat yang digunakan untuk memperoleh pengetahuan filosofis atau untuk mengerjakan filsafat dan tidak dianggap sebagai suatu tujuan pada dirinya sendiri.
995234,mengandung,2301,Capsicum mengandung antioksidan seperti karotin yang menggerogoti radikal tubuh.
995338,mengandung,2301,Pop Ice adalah minuman serbuk mengandung Susu diproduksi oleh PT. Forisa Nusapersada
995376,mengandung,2301,"Atmosfer bumi mengandung argon sebesar 0,934% dari volumenya dan 1,288% dari massanya, dan udara adalah bahan baku utama yang digunakan oleh industri untuk membuat produk argon murni."
995413,mengandung,2301,"Berambisi untuk mengetahui hasil penelitian, Dr. Hill menyuntikkan dirinya dengan larutan yang mengandung kromosom harimau."
995462,mengandung,2301,"Satelit jenis ini juga dapat memonitor perubahan iklim, penelitian ekologis, atau penyelidikan lokasi daratan yang mengandung mineral atau minyak."
995486,mengandung,2302,Spesies dari genus ini mengandung bukan bertelur
995532,mengandung,2301,"Namun kalau wadii’ mengharuskan pembayaran, semacam biaya administrasi misalnya, maka akad wadiah ini berubah menjadi “akad sewa” (ijaroh) dan mengandung unsur kelaziman."
995538,mengandung,2301,"Dalam contoh lainnya, formasi besi yang sangat lapuk di Brasil menjadi petunjuk pada konsentrasi emas yang mengandung limonit pada tanahnya."
995575,mengandung,2301,Getah daun dan batang Dieffenbachia mengandung kalsium oksalat yang berbentuk jarum di dalam sel-selnya dan dapat menyebabkan gatal-gatal maupun kejang pada bibir dan lidah.
995583,mengandung,2302,Ho sangat senang ketika ia mengetahui bahwa Zeng mengandung pada akhir 1926.
995672,mengandung,2301,Ancient Greek Numbers adalah blok Unicode yang mengandung numeralia akrofon yang digunakan pada masa Yunani kuno.
995710,mengandung,2301,"CJK Unified Ideographs Extension B adalah blok Unicode yang mengandung ideograf CJK langka dan historis untuk bahasa Tionghoa, Jepang, Korea, dan Vietnam."
995726,mengandung,2301,"Hanya di Alaska dimana diet hiu telah dipelajari, perut kebanyakan hiu mengandung sisa-sisa Gurita pasifik utara."
995743,mengandung,2301,Emoticons adalah blok Unicode yang mengandung representasi grafis wajah manusia yang sering dikaitkan dengan emotikon klasik.
995744,mengandung,2301,"Enclosed Alphanumeric Supplement adalah blok Unicode yang mengandung karakter abjad Latin yang dikurung lingkaran, oval, atau persegi untuk berbagai keperluan."
995776,mengandung,2301,Gurmukhi adalah blok Unicode yang mengandung karakter bahasa Punjabi.
995799,mengandung,2301,Khmer adalah blok Unicode yang mengandung karakter untuk penulisan bahasa Khmer atau Kamboja.
995871,mengandung,2301,"Pau Cin Hau adalah blok Unicode yang mengandung karakter untuk abjad Pau Cin Hau yang diciptakan oleh Pau Cin Hau, pendiri agama Laipian, untuk menyampaikan ajaran-ajarannya."
995900,mengandung,2301,Vena Cava adalah vena utama dalam tubuh yang membawa darah yang banyak mengandung karbondioksida dari kepala dan anggota tubuh bawah ke serambi kanan.
995914,mengandung,2301,Thaana adalah blok Unicode yang mengandung karakter untuk penulisan bahasa Dhivehi dan Arab di Maladewa.
995972,mengandung,2301,"Oleh karena perak mudah menyerap neutron bebas, ia banyak digunakan untuk membuat batang pengendali untuk mengatur reaksi fisi nuklir dalam reaktor nuklir air bertekanan, umumnya dalam bentuk alloy yang mengandung 80% perak, 15% indium, dan 5% kadmium."
996000,mengandung,2301,TAS juga digunakan jika batuan vulkanik mengandung gelas vulkanik ( seperti obsidian).
996008,mengandung,2301,"Polibutena biasanya dibuat dari campuran cracking C4 setelah stream diberi perlakuan Merox untuk menghilangkan belerang dan amina, dan mengandung 1-butena, 2-butena, dan isobutilena."
996035,mengandung,2301,"Ketiga, berguna untuk sampel yang mengandung spesies-spesies yang saling menginterfensi panjang gelombang analit."
996044,mengandung,2301,"Softlens (lensa kontak) adalah sebuah alat yang digunakan untuk membantu penglihatan sebagai pengganti kacamata, softlens biasanya dipasang pada kornea mata dan terbuat dari plastik yang mengandung air."
996060,mengandung,2301,"Banyak senyawa industri penting, seperti amonia, asam nitrat, nitrat organik (propelan dan bahan peledak), dan sianida, mengandung nitrogen."
996189,mengandung,2301,"Nyanyian-nyanyiannya dalam bahasa daerah Makasar, banyak mengandung fioritur yang tidak mudah dijangkau oleh kebiasaan menyanyi dalam tuning kromatis tangga nada diatonik."
996333,mengandung,2301,Rekatkan blok parafin yang mengandung preparat pada tempat duduknya di mikrotom.
996344,mengandung,2301,"Kubis segar juga mengandung sejumlah senyawa yang merangsang pembentukan glutation, zat yang diperlukan untuk menonaktifkan zat beracun dalam tubuh manusia."
996346,mengandung,2301,Daun kubis juga mengandung kelompok glukosinolat yang menyebabkan rasa agak pahit.
996388,mengandung,2301,"Minuman tersebut berperisa buah dan mengandung kafeina, namun tidak memiliki rasa kopi."
996401,mengandung,2301,"Tubuh merupakan materi yang diperluas secara spasial, sedangkan budi merupakan substansi yang berpikir dan mengandung jiwa rasional."
996407,mengandung,2301,"Ilmenit sangat sering mengandung sejumlah magnesium dan mangan, maka rumus kimia penuhnya adalah (Fe,Mg,Mn,Ti). Ilmenit membentuk larutan padat dengan geikielit dan pirofanit yang merupakan bagian dari kelompok larutan padat."
996464,mengandung,2301,"Seperti lada-lada lainnya, lada Ashanti mengandung 5-8% piperin yang membuatnya ""pedas""."
996476,mengandung,2301,Obligasi pemerintah ini dapat juga mengandung risiko apabila diterbitkan oleh pemerintah suatu negara yang negaranya memiliki kapabilitas kebijakan finansial yang kurang bagus.
996484,mengandung,2301,"Banyak seni beladiri mengandung latihan pergumulan, walaupun penekanannya bervariasi."
996509,mengandung,2301,Pusat germinal pertama kali didefinisikan oleh Walther Flemming pada tahun 1884 sebagai bagian mikroanatomi yang berbeda dari organ limfoid sekunder yang mengandung sel-sel membelah.
996567,mengandung,2301,"Lagu ini mengandung sampel dari ""I'm Caught Up in a One Night Affair"" ciptaan Patrick Adams dan Terri Gonzales, dan nama mereka ditampilkan pada kredit penulis lagu."
996577,mengandung,2301,Triticale mengandung protein termanfaatkan yang lebih banyak dibandingkan dengan rye maupun gandum.
996596,mengandung,2301,"Juga merupakan singel pertama Linkin Park yang mengandung kata-kata makian selain ""Numb/Encore""."
996603,mengandung,2301,Askokarp ini terdapat banyak perithecia kecil berbentuk labu yang mengandung aski.
996671,mengandung,2301,Tanaman ini memiliki buah berbentuk kapsul yang mengandung 2-3 biji yang berkerut (bentuk biji tanaman Adam Eva).
996710,mengandung,2301,"Pada gaya musik ""Rated R"" itu, wartawan musik Jim DeRogatis memandang bahwa hanya memasukkan unsur rock, menulis ""Meskipun tidak ada pada dasarnya rock 'n' roll atau 'super-fearless' tentang lacing slick, synthesized dance-pop mengalir dengan sedikit gitar elektrik, beberapa ada izin dari Slash, misalnya dalam lagu Rockstar 101. Lirik album ini ditandai dengan yang suram, nada marah, dan lagu yang mengandung tema membual dan ditandai dengan gambar kekerasan dan kebrutalan."""
996746,mengandung,2301,Michael Coogan menyatakan bahwa Tanakh tidak mengandung hukum khusus sehubungan dengan pornografi dan Yudaisme senantiasa memiliki sikap yang positif dalam hal seksualitas.
996795,mengandung,2301,"Sejumlah pakar telah mengkritik Terjemahan Dunia Baru, terjemahan Alkitab yang diterbitkan oleh Saksi-Saksi Yehuwa, dan menyatakan bahwa kelompok ini telah mengubah Alkitab untuk dicocokkan dengan doktrin mereka dan bahwa terjemahan tersebut mengandung sejumlah kesalahan dan ketidakakuratan."
996830,mengandung,2301,"Bunga teratai lima kelopak mengandung arti sifat yang tangguh dan ulet dalam melaksanakan darma bakti terhadap nusa, bangsa dan agama."
996855,mengandung,2301,"Anggrek yang tumbuh pada media yang mengandung humus atau daun-daun kering, serta menbutuhkan sedikit cahaya matahari."
996881,mengandung,2301,"Proses lainnya yang berperan dalam kerusakan paru adalah tekanan oksidatif yang dihasilkan karena adanya konsentrasi tinggi dari radikal bebas dalam asap tembakau dan dibebaskan oleh sel yang terinflamasi, dan hancurnya jaringan penghubung paru-paru oleh protease yang kurang mengandung penghambat protease."
